訂單編號,顧客姓名,購買次數,訂單日期,訂單時間,宅配地址(縣),訂單來源,訂單金額,訂購數量,運費,綜合巧克力禮盒,柴燒黑糖巧克力,100%無糖巧克力磚,95%巧克力磚,85%巧克力磚,75%巧克力磚,65%巧克力磚,紅藜巧克力BAR,牛奶巧克力BAR,洛神花巧克力BAR,杏仁巧克力豆,天然可可豆茶,95%黑巧克力冰淇淋,烘培可可豆,杏仁可可瓦片,海鹽巧克力BAR,花生巧克力BAR,抹茶拿鐵生巧克力,經典生巧克力,65%巧克力禮盒,75%巧克力禮盒,85%巧克力禮盒,95%巧克力禮盒,草莓季限定款巧克力禮盒
916,Paul Wu,3,2021/2/8,,宜蘭縣,LINE,3498,9,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1
980,劉華融,14,2021/2/8,,臺北市,推薦分潤,2100,6,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1410,孫佳華,11,2021/2/8,,桃園市,品牌官網,5177,12,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1
361,羅子琦,6,2021/2/9,,新竹縣,FB,5017,10,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0
438,王家傳,5,2021/2/9,,臺中市,品牌官網,2979,9,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
510,呂沂伶,9,2021/2/9,,屏東縣,推薦分潤,4968,13,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1
1428,李翠玲,6,2021/2/9,,臺東縣,品牌官網,4898,13,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1
1481,董昭男,11,2021/2/9,,花蓮縣,FB,3799,11,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0
1518,陳怡紋,8,2021/2/9,,花蓮縣,LINE,5887,13,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0
372,洪大幽,9,2021/2/10,,澎湖縣,FB,6047,14,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0
416,邱雨晴,7,2021/2/10,,彰化縣,推薦分潤,4927,12,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1
590,游雲雅,9,2021/2/10,,澎湖縣,推薦分潤,5917,13,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0
954,許永朋,9,2021/2/10,,臺北市,品牌官網,6616,15,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1
606,羅曉芬,8,2021/2/11,,桃園市,推薦分潤,3897,9,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1
924,林靚昕,5,2021/2/11,,花蓮縣,品牌官網,6667,15,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0
507,伯承宗,9,2021/2/12,,南投縣,LINE,4538,12,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
899,邱啓芳,8,2021/2/12,,澎湖縣,LINE,4548,12,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0
955,盧國濱,5,2021/2/12,,苗栗縣,品牌官網,5487,14,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1
182,余欣螢,10,2021/2/13,21:00,新北市,LINE,940,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
379,陳子崴,4,2021/2/13,,花蓮縣,品牌官網,4937,12,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1
449,李沛錞,3,2021/2/13,,屏東縣,FB,3528,8,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
536,陳淑貞,9,2021/2/13,,苗栗縣,品牌官網,4128,9,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0
1016,洪佩琪,7,2021/2/13,,雲林縣,品牌官網,5077,12,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1
1211,古秀華,6,2021/2/13,,金門縣,FB,2869,8,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0
1323,林美玉,6,2021/2/13,,花蓮縣,品牌官網,5977,13,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0
844,陳煜棠,6,2021/2/14,,花蓮縣,LINE,6966,16,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1
1182,王家傳,4,2021/2/14,,基隆市,LINE,6446,14,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0
474,李佩臻,8,2021/2/15,,屏東縣,推薦分潤,5547,14,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1
1070,謝岱融,6,2021/2/15,,臺東縣,品牌官網,3049,9,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1494,鍾沐勻,11,2021/2/15,,宜蘭縣,FB,3178,9,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1
327,劉蓉諭,3,2021/2/16,,花蓮縣,推薦分潤,4568,11,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0
988,馬瑞萍,4,2021/2/16,,花蓮縣,推薦分潤,4378,12,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1
1265,葉葉蒨文,6,2021/2/16,,嘉義市,FB,8025,19,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
892,陳怡紋,4,2021/2/18,,臺北市,推薦分潤,5138,13,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1
933,呂展志,6,2021/2/18,,屏東縣,FB,4147,9,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1203,張湘羚,6,2021/2/18,,花蓮縣,品牌官網,3689,11,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0
1545,吳旻桓,3,2021/2/18,,嘉義縣,LINE,4738,12,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1
632,莊旻諺,5,2021/2/19,,澎湖縣,FB,4537,11,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1
1134,陳惠娟,5,2021/2/19,,新竹縣,推薦分潤,6726,15,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1
1576,李翠玲,6,2021/2/19,,連江縣,FB,3279,9,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1271,馬瑞萍,5,2021/2/20,,宜蘭縣,推薦分潤,4369,13,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0
421,潘思綺,6,2021/2/21,,新竹縣,FB,2988,7,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1
686,唐翊,7,2021/2/21,,苗栗縣,LINE,5398,14,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0
746,鄭哲智,6,2021/2/21,,雲林縣,品牌官網,3298,9,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
970,李佩臻,9,2021/2/21,,苗栗縣,LINE,3389,10,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0
1232,蕭幼蘋,7,2021/2/21,,臺東縣,FB,3548,8,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0
1291,鄧月新,5,2021/2/21,,金門縣,推薦分潤,4827,12,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1
1502,林辰安,14,2021/2/21,,嘉義市,LINE,4678,12,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
183,林培青,10,2021/2/22,11:17,臺北市,品牌官網,2100,7,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,周詠訓,9,2021/2/22,,南投縣,品牌官網,5696,13,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1
964,林明原,3,2021/2/22,,金門縣,品牌官網,6017,15,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1
1558,羅曉芬,8,2021/2/22,,新竹市,FB,3479,9,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
293,許淑鈴,3,2021/2/23,,臺東縣,推薦分潤,5587,14,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1
324,林純華,4,2021/2/23,,連江縣,FB,4228,12,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1
513,朱致群,6,2021/2/23,,新北市,FB,3689,10,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
973,許哲彰,7,2021/2/23,,彰化縣,LINE,4098,11,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1
1572,林美均,17,2021/2/23,,嘉義縣,FB,5817,13,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0
184,劉洵綺,25,2021/2/24,11:34,臺中市,品牌官網,1100,4,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
718,Paul Wu,5,2021/2/24,,臺北市,FB,4917,10,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0
820,蕭幼蘋,14,2021/2/24,,基隆市,LINE,5826,13,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1
839,邱雨晴,8,2021/2/24,,南投縣,品牌官網,5387,12,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1
1243,吳建宜,9,2021/2/24,,臺南市,推薦分潤,4038,10,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1612,朱致群,7,2021/2/24,,嘉義市,LINE,4897,12,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1
185,吳麗慧,11,2021/2/25,08:56,臺北市,FB,2100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
1352,游雲雅,5,2021/2/25,,花蓮縣,品牌官網,4738,12,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0
186,林之敏,8,2021/2/26,19:28,臺北市,品牌官網,550,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
315,林冠宇,25,2021/2/26,,金門縣,推薦分潤,3329,9,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
331,劉書瑾,9,2021/2/26,,雲林縣,推薦分潤,4788,12,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0
383,林美均,6,2021/2/26,,新北市,LINE,4728,11,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0
767,宋秉紋,19,2021/2/26,,臺南市,品牌官網,4586,9,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1
1049,林辰安,7,2021/2/26,,桃園市,FB,3578,10,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1
1153,林美玉,3,2021/2/26,,新竹市,推薦分潤,3398,9,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0
1187,林建呈,7,2021/2/26,,屏東縣,FB,4418,12,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1
1593,葉紋豪,25,2021/2/26,,澎湖縣,FB,3528,9,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0
856,侯嘉穎,10,2021/2/27,,基隆市,品牌官網,3638,10,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
1021,朱致群,6,2021/2/27,,臺中市,LINE,6117,14,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0
1648,羅子琦,8,2021/2/27,,嘉義市,推薦分潤,4646,10,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1
475,陳雅玲,6,2021/2/28,,金門縣,品牌官網,5497,14,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1
1158,李俊宏,9,2021/2/28,,新竹縣,推薦分潤,4439,13,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1
1251,林靜微,11,2021/2/28,,澎湖縣,品牌官網,4388,12,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1
1415,田慶山,7,2021/2/28,,彰化縣,FB,5718,14,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0
1608,唐翊,6,2021/2/28,,新竹縣,FB,5577,14,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1
187,林示安,4,2021/3/1,00:55,台中市,FB,760,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,林冠宇,5,2021/3/1,,嘉義市,FB,5566,12,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1
934,詹賀盛,4,2021/3/1,,臺東縣,品牌官網,3879,12,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
1386,唐翊,5,2021/3/1,,新竹市,品牌官網,4489,14,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1
1429,蔡月桃,4,2021/3/1,,新竹市,品牌官網,6017,13,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0
577,羅子琦,7,2021/3/2,,新北市,LINE,6027,13,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0
834,吳旻桓,10,2021/3/2,,彰化縣,FB,3598,9,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0
1529,陳惠娟,6,2021/3/2,,雲林縣,LINE,5337,13,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1
188,李國榮,13,2021/3/3,15:03,南投縣,品牌官網,859,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
189,藍麗台,14,2021/3/3,21:04,臺北市,品牌官網,710,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
946,吳瑤玲,6,2021/3/3,,新北市,推薦分潤,5438,15,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0
1577,邱啓芳,4,2021/3/3,,臺北市,推薦分潤,5087,12,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1
508,曾盈嘉,9,2021/3/4,,嘉義縣,推薦分潤,3288,8,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1
593,頂秋雯,7,2021/3/4,,臺北市,FB,4547,9,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
658,王琬婷,11,2021/3/4,,宜蘭縣,品牌官網,6137,14,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0
923,侯嘉穎,6,2021/3/4,,澎湖縣,LINE,4538,12,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0
1057,陳淑貞,5,2021/3/4,,基隆市,品牌官網,1889,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
618,鄧月新,8,2021/3/5,,屏東縣,FB,4628,13,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1
795,陳惠娟,4,2021/3/5,,新竹市,品牌官網,5997,13,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
1039,鄧月新,6,2021/3/5,,臺南市,品牌官網,6486,14,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1
1124,林辰安,25,2021/3/5,,南投縣,推薦分潤,5967,15,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1
1341,宋秉紋,10,2021/3/5,,苗栗縣,LINE,3538,9,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1
190,趙宏育,10,2021/3/6,10:40,高雄市,品牌官網,2160,8,1,0,0,0,0,1,1,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0
191,郭憲璋,4,2021/3/6,15:20,台北市,LINE,2100,7,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,朱致群,9,2021/3/6,,新竹市,推薦分潤,3948,12,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1
1553,張元溢,7,2021/3/6,,臺北市,LINE,5618,13,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0
1621,侯嘉穎,16,2021/3/6,,彰化縣,推薦分潤,5078,13,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0
192,藍麗台,14,2021/3/7,09:00,臺北市,品牌官網,1010,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,董昭男,6,2021/3/7,,臺北市,LINE,3470,11,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0
596,陳煜棠,5,2021/3/8,,新竹縣,品牌官網,6577,17,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
943,林純華,3,2021/3/8,,彰化縣,FB,2370,8,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0
1080,伯承宗,3,2021/3/8,,澎湖縣,品牌官網,5967,15,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1
1090,潘思綺,9,2021/3/8,,臺東縣,品牌官網,4327,9,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0
1346,邱韶恩,9,2021/3/8,,臺東縣,品牌官網,3578,9,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
1126,陳雅玲,7,2021/3/9,,苗栗縣,品牌官網,4588,11,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0
291,游雲雅,5,2021/3/10,,桃園市,品牌官網,3878,10,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0
584,鍾沐勻,6,2021/3/10,,金門縣,品牌官網,4278,12,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1
843,吳瑤玲,7,2021/3/10,,南投縣,FB,5967,15,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1
932,秦嘉翎,8,2021/3/10,,花蓮縣,品牌官網,3888,9,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
1245,葉葉蒨文,8,2021/3/10,,臺東縣,FB,4728,12,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0
193,李昀誼,5,2021/3/11,15:07,臺北市,品牌官網,1110,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
253,林秀桃,9,2021/3/11,13:58,雲林縣,LINE,3800,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
254,洪慈憶,5,2021/3/11,21:55,高雄市,品牌官網,1360,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
911,秦嘉翎,3,2021/3/11,,嘉義縣,品牌官網,5067,13,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1
1084,頂秋雯,10,2021/3/11,,新竹縣,FB,5047,12,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0
1207,吳秋燕,6,2021/3/11,,苗栗縣,LINE,7066,15,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0
194,陳鳳女,9,2021/3/12,08:55,臺南市,品牌官網,1759,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
448,李沛錞,12,2021/3/12,,嘉義市,推薦分潤,4878,12,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0
848,林美玉,6,2021/3/12,,澎湖縣,推薦分潤,3839,11,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1
1335,劉蓉諭,3,2021/3/12,,新竹市,品牌官網,3948,11,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1
1402,劉華融,7,2021/3/12,,基隆市,品牌官網,7136,18,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1
436,許婉菱,6,2021/3/13,,連江縣,推薦分潤,4827,11,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1
721,江文章,5,2021/3/14,,基隆市,品牌官網,2739,8,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
805,呂沂伶,7,2021/3/14,,連江縣,LINE,3138,8,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0
1475,陳雅雯,5,2021/3/14,,連江縣,LINE,3548,9,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
1543,黃振德,14,2021/3/14,,連江縣,推薦分潤,4238,11,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1
195,蔣雲鳳,9,2021/3/15,14:31,高雄市,品牌官網,850,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
857,邱雨晴,7,2021/3/15,,桃園市,FB,4918,13,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1
1116,陳世賢,10,2021/3/15,,高雄市,推薦分潤,5417,14,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1
1194,張湘羚,7,2021/3/15,,連江縣,推薦分潤,4598,12,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1
1533,吳昱瑄,9,2021/3/15,,高雄市,品牌官網,1750,6,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
330,王秀玲,6,2021/3/16,,屏東縣,品牌官網,3989,10,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
1166,曾盈嘉,5,2021/3/16,,宜蘭縣,推薦分潤,5096,12,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1
1365,林美玉,4,2021/3/16,,澎湖縣,品牌官網,3580,11,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0
1384,莊旻諺,7,2021/3/16,,金門縣,FB,2820,8,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
1467,李翠玲,4,2021/3/16,,屏東縣,FB,5097,12,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0
395,傅偉茹,6,2021/3/17,,花蓮縣,FB,4898,12,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0
876,陳雅雯,11,2021/3/17,,新竹市,LINE,4438,10,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0
1375,吳秋燕,5,2021/3/18,,花蓮縣,推薦分潤,4168,9,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0
1604,洪佩琪,18,2021/3/18,,新北市,品牌官網,4188,10,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1
296,馬慧語,8,2021/3/19,,基隆市,品牌官網,2899,9,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0
534,詹賀盛,4,2021/3/19,,臺中市,品牌官網,6446,15,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1
595,蕭幼蘋,4,2021/3/19,,澎湖縣,LINE,5637,12,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0
793,林冠宇,7,2021/3/19,,臺北市,推薦分潤,4847,11,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0
1014,吳建宜,7,2021/3/19,,南投縣,品牌官網,5246,10,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0
1192,劉蓉諭,6,2021/3/19,,雲林縣,FB,5836,14,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1
1514,林靚昕,5,2021/3/19,,新竹縣,推薦分潤,3639,10,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0
447,林冠宇,8,2021/3/20,,臺東縣,推薦分潤,3498,9,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
